gamma,l,rho,f0
1.1394666666666666,30.0,0.0,0.01
1.0235999999999998,30.0,0.1,0.01
1.1219333333333334,30.0,0.5,0.01
1.0288,30.0,1.0,0.01
1.9616,5.0,0.0,0.025
1.6283999999999998,5.0,0.1,0.025
1.348,5.0,0.5,0.025
1.8692,5.0,1.0,0.025
0.07466666666666667,6.0,0.0,0.025
0.04033333333333333,6.0,0.1,0.025
1.9189999999999998,6.0,0.5,0.025
1.321,6.0,1.0,0.025
0.022285714285714287,7.0,0.0,0.025
0.004571428571428572,7.0,0.1,0.025
1.348857142857143,7.0,0.5,0.025
0.01,7.0,1.0,0.025
0.0135,8.0,0.0,0.025
0.0185,8.0,0.1,0.025
0.263,8.0,0.5,0.025
0.06275,8.0,1.0,0.025
0.012,9.0,0.0,0.025
0.38822222222222225,9.0,0.1,0.025
1.4035555555555554,9.0,0.5,0.025
1.9704444444444447,9.0,1.0,0.025
0.2226,10.0,0.0,0.025
0.2424,10.0,0.1,0.025
0.8705999999999999,10.0,0.5,0.025
0.272,10.0,1.0,0.025
0.38799999999999996,11.0,0.0,0.025
0.11672727272727274,11.0,0.1,0.025
0.42836363636363634,11.0,0.5,0.025
0.5734545454545454,11.0,1.0,0.025
0.3681666666666667,12.0,0.0,0.025
0.361,12.0,0.1,0.025
0.41250000000000003,12.0,0.5,0.025
1.353,12.0,1.0,0.025
0.4707692307692308,13.0,0.0,0.025
0.4744615384615385,13.0,0.1,0.025
0.6163076923076923,13.0,0.5,0.025
1.3880000000000001,13.0,1.0,0.025
0.542,14.0,0.0,0.025
0.3975714285714286,14.0,0.1,0.025
0.5967142857142856,14.0,0.5,0.025
0.6529999999999999,14.0,1.0,0.025
0.5548,15.0,0.0,0.025
0.43160000000000004,15.0,0.1,0.025
0.5917333333333333,15.0,0.5,0.025
1.3197333333333332,15.0,1.0,0.025
0.749875,16.0,0.0,0.025
0.563625,16.0,0.1,0.025
0.609625,16.0,0.5,0.025
0.756,16.0,1.0,0.025
0.650235294117647,17.0,0.0,0.025
0.7181176470588235,17.0,0.1,0.025
0.8216470588235294,17.0,0.5,0.025
0.8109411764705882,17.0,1.0,0.025
0.7655555555555555,18.0,0.0,0.025
0.808,18.0,0.1,0.025
0.8033333333333333,18.0,0.5,0.025
0.8902222222222222,18.0,1.0,0.025
0.7572631578947369,19.0,0.0,0.025
0.7210526315789473,19.0,0.1,0.025
0.8278947368421052,19.0,0.5,0.025
0.9552631578947368,19.0,1.0,0.025
0.7824,20.0,0.0,0.025
0.7546999999999999,20.0,0.1,0.025
0.6083000000000001,20.0,0.5,0.025
0.7222999999999999,20.0,1.0,0.025
0.8092380952380952,21.0,0.0,0.025
0.8018095238095239,21.0,0.1,0.025
0.8117142857142857,21.0,0.5,0.025
0.9549523809523809,21.0,1.0,0.025
0.7920909090909091,22.0,0.0,0.025
1.0025454545454546,22.0,0.1,0.025
0.8844545454545454,22.0,0.5,0.025
0.919,22.0,1.0,0.025
0.9588695652173912,23.0,0.0,0.025
0.9569565217391305,23.0,0.1,0.025
0.8725217391304348,23.0,0.5,0.025
0.7291304347826086,23.0,1.0,0.025
0.9170833333333334,24.0,0.0,0.025
0.90225,24.0,0.1,0.025
0.8965,24.0,0.5,0.025
1.0090000000000001,24.0,1.0,0.025
0.88416,25.0,0.0,0.025
0.894,25.0,0.1,0.025
0.9203199999999999,25.0,0.5,0.025
0.96408,25.0,1.0,0.025
0.9015384615384616,26.0,0.0,0.025
0.9963846153846153,26.0,0.1,0.025
0.6981538461538462,26.0,0.5,0.025
0.9426923076923077,26.0,1.0,0.025
0.9734814814814814,27.0,0.0,0.025
0.9836296296296296,27.0,0.1,0.025
0.9723703703703704,27.0,0.5,0.025
0.9971111111111112,27.0,1.0,0.025
0.89,28.0,0.0,0.025
0.9917142857142858,28.0,0.1,0.025
0.9550714285714286,28.0,0.5,0.025
1.077357142857143,28.0,1.0,0.025
0.9984137931034482,29.0,0.0,0.025
0.960344827586207,29.0,0.1,0.025
1.0852413793103448,29.0,0.5,0.025
1.032,29.0,1.0,0.025
1.0592666666666666,30.0,0.0,0.025
0.8732000000000001,30.0,0.1,0.025
1.069,30.0,0.5,0.025
0.9236,30.0,1.0,0.025
1.2616,5.0,0.0,0.05
1.9908000000000001,5.0,0.1,0.05
1.1144,5.0,0.5,0.05
1.9835999999999998,5.0,1.0,0.05
0.004333333333333333,6.0,0.0,0.05
0.011999999999999999,6.0,0.1,0.05
0.02,6.0,0.5,0.05
1.6863333333333335,6.0,1.0,0.05
0.009428571428571429,7.0,0.0,0.05
0.03628571428571429,7.0,0.1,0.05
0.015714285714285715,7.0,0.5,0.05
1.44,7.0,1.0,0.05
0.00725,8.0,0.0,0.05
0.0165,8.0,0.1,0.05
0.24575,8.0,0.5,0.05
0.00075,8.0,1.0,0.05
0.03155555555555555,9.0,0.0,0.05
0.01,9.0,0.1,0.05
0.03822222222222222,9.0,0.5,0.05
0.05355555555555555,9.0,1.0,0.05
0.031,10.0,0.0,0.05
0.2692,10.0,0.1,0.05
0.233,10.0,0.5,0.05
0.2198,10.0,1.0,0.05
0.1298181818181818,11.0,0.0,0.05
0.3705454545454545,11.0,0.1,0.05
0.5476363636363636,11.0,0.5,0.05
0.35163636363636364,11.0,1.0,0.05
0.33616666666666667,12.0,0.0,0.05
0.3378333333333334,12.0,0.1,0.05
0.49933333333333335,12.0,0.5,0.05
0.6561666666666667,12.0,1.0,0.05
0.4766153846153846,13.0,0.0,0.05
0.4267692307692308,13.0,0.1,0.05
0.4904615384615385,13.0,0.5,0.05
1.2609230769230768,13.0,1.0,0.05
0.4784285714285715,14.0,0.0,0.05
0.4531428571428572,14.0,0.1,0.05
0.5412857142857143,14.0,0.5,0.05
0.5871428571428572,14.0,1.0,0.05
0.5676,15.0,0.0,0.05
0.4848,15.0,0.1,0.05
0.6773333333333333,15.0,0.5,0.05
0.578,15.0,1.0,0.05
0.611875,16.0,0.0,0.05
0.665625,16.0,0.1,0.05
0.78175,16.0,0.5,0.05
0.63175,16.0,1.0,0.05
0.6243529411764707,17.0,0.0,0.05
0.7124705882352941,17.0,0.1,0.05
0.6775294117647059,17.0,0.5,0.05
0.6990588235294117,17.0,1.0,0.05
0.6245555555555556,18.0,0.0,0.05
0.6313333333333334,18.0,0.1,0.05
0.76,18.0,0.5,0.05
0.8851111111111112,18.0,1.0,0.05
0.7410526315789474,19.0,0.0,0.05
0.664421052631579,19.0,0.1,0.05
0.8487368421052632,19.0,0.5,0.05
0.7282105263157895,19.0,1.0,0.05
0.6902,20.0,0.0,0.05
0.7955,20.0,0.1,0.05
0.9021000000000001,20.0,0.5,0.05
0.7142000000000001,20.0,1.0,0.05
0.8564761904761905,21.0,0.0,0.05
0.8040952380952381,21.0,0.1,0.05
0.7841904761904762,21.0,0.5,0.05
0.8658095238095237,21.0,1.0,0.05
0.8454545454545456,22.0,0.0,0.05
0.8745454545454545,22.0,0.1,0.05
0.9154545454545455,22.0,0.5,0.05
0.8920909090909092,22.0,1.0,0.05
0.8684347826086957,23.0,0.0,0.05
0.8727826086956523,23.0,0.1,0.05
0.9510434782608695,23.0,0.5,0.05
0.8817391304347827,23.0,1.0,0.05
0.8071666666666667,24.0,0.0,0.05
0.8342499999999999,24.0,0.1,0.05
0.9140833333333332,24.0,0.5,0.05
0.8741666666666666,24.0,1.0,0.05
0.9645600000000001,25.0,0.0,0.05
0.8813599999999999,25.0,0.1,0.05
0.88312,25.0,0.5,0.05
0.81624,25.0,1.0,0.05
0.9126153846153847,26.0,0.0,0.05
0.9408461538461539,26.0,0.1,0.05
0.9853846153846154,26.0,0.5,0.05
1.0436923076923077,26.0,1.0,0.05
0.9161481481481482,27.0,0.0,0.05
1.01,27.0,0.1,0.05
0.9339259259259259,27.0,0.5,0.05
0.9848148148148148,27.0,1.0,0.05
0.9463571428571429,28.0,0.0,0.05
0.9073571428571429,28.0,0.1,0.05
1.009642857142857,28.0,0.5,0.05
1.0046428571428572,28.0,1.0,0.05
0.994551724137931,29.0,0.0,0.05
0.9957241379310345,29.0,0.1,0.05
0.9050344827586206,29.0,0.5,0.05
1.025103448275862,29.0,1.0,0.05
1.0122666666666666,30.0,0.0,0.05
0.9956666666666667,30.0,0.1,0.05
0.9431333333333334,30.0,0.5,0.05
0.9994,30.0,1.0,0.05
1.3228,5.0,0.0,0.01
1.1812,5.0,0.1,0.01
1.592,5.0,0.5,0.01
1.59,5.0,1.0,0.01
1.7733333333333334,6.0,0.0,0.01
1.2086666666666666,6.0,0.1,0.01
1.3456666666666666,6.0,0.5,0.01
1.6500000000000001,6.0,1.0,0.01
0.11542857142857144,7.0,0.0,0.01
1.0154285714285713,7.0,0.1,0.01
1.6645714285714284,7.0,0.5,0.01
1.8677142857142857,7.0,1.0,0.01
1.791,8.0,0.0,0.01
1.09425,8.0,0.1,0.01
1.781,8.0,0.5,0.01
1.27975,8.0,1.0,0.01
0.23577777777777775,9.0,0.0,0.01
1.8213333333333332,9.0,0.1,0.01
1.5566666666666666,9.0,0.5,0.01
1.6997777777777778,9.0,1.0,0.01
0.22440000000000002,10.0,0.0,0.01
0.24359999999999998,10.0,0.1,0.01
1.5362,10.0,0.5,0.01
1.5550000000000002,10.0,1.0,0.01
0.4032727272727273,11.0,0.0,0.01
0.4192727272727273,11.0,0.1,0.01
1.4629090909090907,11.0,0.5,0.01
1.9367272727272726,11.0,1.0,0.01
0.5441666666666667,12.0,0.0,0.01
0.5951666666666667,12.0,0.1,0.01
1.6050000000000002,12.0,0.5,0.01
1.2936666666666665,12.0,1.0,0.01
0.4003076923076923,13.0,0.0,0.01
0.3718461538461538,13.0,0.1,0.01
1.2173846153846155,13.0,0.5,0.01
1.5709230769230769,13.0,1.0,0.01
0.5927142857142857,14.0,0.0,0.01
0.5337142857142857,14.0,0.1,0.01
0.7441428571428571,14.0,0.5,0.01
0.956857142857143,14.0,1.0,0.01
0.5696,15.0,0.0,0.01
0.6853333333333332,15.0,0.1,0.01
0.7877333333333334,15.0,0.5,0.01
0.6745333333333333,15.0,1.0,0.01
0.678625,16.0,0.0,0.01
0.792375,16.0,0.1,0.01
1.494,16.0,0.5,0.01
1.45125,16.0,1.0,0.01
0.7681176470588236,17.0,0.0,0.01
0.7329411764705883,17.0,0.1,0.01
0.7701176470588236,17.0,0.5,0.01
0.7091764705882353,17.0,1.0,0.01
0.798888888888889,18.0,0.0,0.01
0.7777777777777778,18.0,0.1,0.01
0.8136666666666668,18.0,0.5,0.01
0.7925555555555556,18.0,1.0,0.01
0.8154736842105264,19.0,0.0,0.01
0.865263157894737,19.0,0.1,0.01
0.653578947368421,19.0,0.5,0.01
0.748,19.0,1.0,0.01
0.8746,20.0,0.0,0.01
0.8308,20.0,0.1,0.01
1.0157,20.0,0.5,0.01
1.6431,20.0,1.0,0.01
0.9172380952380953,21.0,0.0,0.01
0.9299047619047618,21.0,0.1,0.01
0.9813333333333334,21.0,0.5,0.01
0.9357142857142856,21.0,1.0,0.01
0.8789090909090909,22.0,0.0,0.01
0.9492727272727273,22.0,0.1,0.01
0.9689090909090908,22.0,0.5,0.01
1.7763636363636364,22.0,1.0,0.01
0.8073913043478261,23.0,0.0,0.01
0.7973913043478261,23.0,0.1,0.01
0.8843478260869565,23.0,0.5,0.01
1.423217391304348,23.0,1.0,0.01
0.9007499999999999,24.0,0.0,0.01
1.0525,24.0,0.1,0.01
0.8783333333333333,24.0,0.5,0.01
